ID_Klijenta,Država,Odobreni_Iznos_EUR,Mjesečna_Primanje_EUR,Trenutni_Dug_EUR,Starost_Klijenta,Staž_Godine,Godine_Kreditne_Povijesti,Broj_članova_Kućanstva,Spol,Stambeni_Status,Obrazovanje
1269,Hrvatska,76199.11,7519.32,45000.0,30.0,10.0,,2.0,muško,podstanar,magisterij
1270,Hrvatska,87614.81,6305.69,45000.0,34.0,18.0,26.0,6.0,m,vl,SSS
1271,Hrvatska,113825.47,9022.3,,38.0,13.0,23.0,4.0,f,vlasnik,VSS
1272,Hrvatska,56282.76,3490.32,45000.0,30.0,,28.0,3.0,muško,vl,SSS
1273,Hrvatska,108263.28,6538.26,45000.0,28.0,,5.0,5.0,M,podstanar,SSS
1274,Hrvatska,85204.66,6640.44,45000.0,35.0,14.0,26.0,3.0,muško,podstanar,
1275,Hrvatska,65369.83,,45000.0,24.0,5.0,21.0,1.0,muško,podstanar,SSS
1276,Hrvatska,94242.07,7732.16,45000.0,24.0,11.0,26.0,3.0,muško,vlasnik,VSS
1277,Hrvatska,88981.19,5632.86,,,26.0,5.0,,m,podstanar,SSS
1278,Hrvatska,72995.66,4383.08,45000.0,24.0,,20.0,1.0,žensko,podstanar,SSS
1279,Hrvatska,86396.04,7225.67,45000.0,42.0,16.0,7.0,2.0,muško,podstanar,VSS
1280,Hrvatska,77293.73,5334.9,45000.0,40.0,21.0,12.0,2.0,M,podstanar,SSS
1281,Hrvatska,87270.35,6864.62,45000.0,18.0,6.0,17.0,1.0,m,podstanar,SSS
1282,Hrvatska,98242.61,,45000.0,28.0,16.0,22.0,2.0,muško,vl,VSS
1283,Hrvatska,116720.34,10000.0,42478.38,47.0,25.0,30.0,,m,vlasnik,magisterij
1284,Hrvatska,60243.69,7502.8,45000.0,25.0,1.0,3.0,3.0,M,vl,magisterij
1285,Hrvatska,127660.67,9621.16,16397.22,,11.0,16.0,1.0,žensko,vlasnik,VSS
1286,Hrvatska,45958.24,6165.5,45000.0,40.0,19.0,28.0,3.0,,vl,
1287,Hrvatska,81964.3,8235.47,45000.0,43.0,20.0,4.0,4.0,muško,vlasnik,magisterij
1288,Hrvatska,96766.34,6543.93,45000.0,32.0,11.0,2.0,2.0,M,vl,SSS
1289,Hrvatska,90619.84,6795.89,45000.0,29.0,11.0,3.0,1.0,muško,podstanar,SSS
1290,Hrvatska,72546.01,5139.2,45000.0,49.0,16.0,22.0,3.0,M,podstanar,SSS
1291,Hrvatska,80837.55,5643.47,45000.0,52.0,24.0,4.0,3.0,f,podstanar,SSS
1292,Hrvatska,75139.98,7794.18,45000.0,45.0,27.0,13.0,1.0,muško,vl,magisterij
1293,Hrvatska,73212.7,5638.82,45000.0,36.0,17.0,14.0,2.0,m,vlasnik,VSS
1294,Hrvatska,101992.04,8195.24,45000.0,27.0,18.0,19.0,6.0,M,vlasnik,VSS
1295,Hrvatska,92140.31,6745.99,45000.0,27.0,15.0,16.0,2.0,M,podstanar,SSS
1296,Hrvatska,71141.81,3979.2,45000.0,40.0,20.0,5.0,1.0,muško,podstanar,SSS
1297,Hrvatska,102992.0,6338.59,37716.64,39.0,24.0,,1.0,,vlasnik,SSS
1298,Hrvatska,91145.99,9139.53,45000.0,49.0,24.0,9.0,6.0,M,podstanar,magisterij
1299,Hrvatska,101257.24,6258.16,,42.0,19.0,21.0,1.0,muško,vl,SSS
1300,Hrvatska,97592.58,9109.91,45000.0,20.0,11.0,22.0,2.0,muško,podstanar,magisterij
1301,Hrvatska,68420.1,4349.54,45000.0,46.0,25.0,15.0,2.0,M,vl,SSS
1302,Hrvatska,73796.38,5736.95,45000.0,25.0,8.0,16.0,4.0,muško,vl,VSS
1303,Hrvatska,99945.87,7676.0,45000.0,31.0,,13.0,2.0,muško,podstanar,VSS
1304,Hrvatska,97207.41,9832.21,45000.0,38.0,18.0,19.0,2.0,m,podstanar,magisterij
1305,Hrvatska,84581.97,4985.11,45000.0,55.0,27.0,11.0,3.0,M,podstanar,SSS
1306,Hrvatska,87346.55,5024.17,45000.0,65.0,32.0,8.0,2.0,M,podstanar,SSS
1307,Hrvatska,110553.3,7055.21,31341.42,41.0,15.0,14.0,6.0,muško,vl,SSS
1308,Hrvatska,73168.57,8243.88,45000.0,33.0,20.0,11.0,1.0,M,podstanar,magisterij
1309,Hrvatska,95941.95,6297.67,45000.0,40.0,16.0,13.0,6.0,f,podstanar,
1310,Hrvatska,80956.15,5164.79,45000.0,44.0,19.0,25.0,3.0,muško,podstanar,SSS
1311,Hrvatska,80646.38,6898.6,45000.0,32.0,11.0,21.0,4.0,M,podstanar,VSS
1312,Hrvatska,106975.54,7758.85,45000.0,53.0,33.0,17.0,,f,podstanar,VSS
1313,Hrvatska,101508.33,8514.57,45000.0,37.0,,19.0,1.0,M,podstanar,VSS
1314,Hrvatska,101270.19,9943.06,45000.0,40.0,16.0,5.0,4.0,M,podstanar,magisterij
1315,Hrvatska,111109.58,8702.65,45000.0,42.0,22.0,3.0,1.0,muško,podstanar,VSS
1316,Hrvatska,85420.08,9197.63,45000.0,39.0,20.0,30.0,5.0,m,podstanar,magisterij
1317,Hrvatska,98639.06,7512.19,,43.0,19.0,25.0,2.0,m,podstanar,VSS
1318,Hrvatska,78794.66,,45000.0,29.0,15.0,22.0,3.0,M,podstanar,
1319,Hrvatska,91483.33,9176.14,45000.0,29.0,10.0,11.0,1.0,f,vl,magisterij
1320,Hrvatska,82397.14,6824.87,45000.0,24.0,8.0,12.0,2.0,,vlasnik,VSS
1321,Hrvatska,86939.92,5786.06,45000.0,,11.0,18.0,2.0,muško,podstanar,SSS
1322,Hrvatska,96903.14,7906.58,45000.0,43.0,16.0,21.0,1.0,,vl,VSS
1323,Hrvatska,68635.59,5185.85,45000.0,40.0,23.0,12.0,5.0,M,podstanar,SSS
1324,Hrvatska,126847.75,7918.18,45000.0,52.0,30.0,30.0,3.0,muško,podstanar,SSS
1325,Hrvatska,64879.65,5444.05,45000.0,35.0,15.0,11.0,2.0,M,podstanar,VSS
1326,Hrvatska,60716.23,6065.9,45000.0,42.0,23.0,19.0,1.0,muško,podstanar,VSS
1327,Hrvatska,108162.22,8413.05,45000.0,24.0,10.0,2.0,4.0,m,podstanar,VSS
1328,Hrvatska,100833.25,7172.48,45000.0,31.0,13.0,27.0,6.0,muško,podstanar,SSS
1329,Hrvatska,97482.4,10000.0,45000.0,42.0,20.0,2.0,4.0,,vlasnik,magisterij
1330,Hrvatska,97566.91,6303.56,45000.0,43.0,19.0,13.0,3.0,m,podstanar,SSS
1331,Hrvatska,84755.06,5991.02,45000.0,32.0,13.0,17.0,2.0,f,podstanar,SSS
1332,Hrvatska,67054.91,3893.48,,34.0,17.0,26.0,2.0,m,vl,SSS
1333,Hrvatska,86516.09,6145.11,45000.0,20.0,9.0,18.0,1.0,muško,podstanar,
1334,Hrvatska,71456.77,,45000.0,31.0,15.0,28.0,,muško,podstanar,SSS
1335,Hrvatska,104502.39,8703.35,45000.0,44.0,24.0,27.0,1.0,f,podstanar,VSS
1336,Hrvatska,82058.85,8147.8,45000.0,41.0,,29.0,2.0,M,,magisterij
1337,Hrvatska,68490.06,6735.46,45000.0,40.0,14.0,9.0,3.0,muško,podstanar,magisterij
1338,Hrvatska,78572.28,6989.78,45000.0,35.0,11.0,16.0,3.0,M,vl,VSS
1339,Hrvatska,93258.63,5185.54,45000.0,35.0,16.0,14.0,4.0,,podstanar,SSS
1340,Hrvatska,73725.51,,45000.0,28.0,11.0,18.0,1.0,muško,podstanar,VSS
1341,Hrvatska,68555.59,6540.96,45000.0,42.0,19.0,8.0,1.0,muško,podstanar,VSS
1342,Hrvatska,89873.74,6087.53,45000.0,39.0,17.0,3.0,2.0,žensko,podstanar,SSS
1343,Hrvatska,89899.33,8467.46,45000.0,40.0,26.0,14.0,1.0,muško,vlasnik,VSS
1344,Hrvatska,74861.14,5503.3,,30.0,9.0,18.0,,muško,vlasnik,SSS
1345,Hrvatska,75579.23,4711.67,45000.0,18.0,0.0,15.0,3.0,muško,vlasnik,SSS
1346,Hrvatska,89641.0,7489.72,45000.0,46.0,22.0,7.0,1.0,muško,podstanar,VSS
1347,Hrvatska,56038.31,5212.2,45000.0,30.0,11.0,16.0,1.0,m,,VSS
1348,Hrvatska,56850.72,4498.96,45000.0,26.0,10.0,20.0,,,vlasnik,VSS
1349,Hrvatska,70631.12,4238.54,45000.0,42.0,20.0,0.0,1.0,muško,vlasnik,SSS
1350,Hrvatska,80731.06,6601.69,45000.0,31.0,17.0,6.0,4.0,f,podstanar,
1351,Hrvatska,91218.15,8063.1,45000.0,46.0,16.0,20.0,4.0,muško,podstanar,magisterij
1352,Hrvatska,114507.12,,25112.96,41.0,18.0,30.0,2.0,muško,vlasnik,magisterij
1353,Hrvatska,102153.19,6685.68,,42.0,21.0,17.0,1.0,m,vl,SSS
1354,Hrvatska,81801.23,4616.97,45000.0,21.0,10.0,11.0,3.0,m,,SSS
1355,Hrvatska,84619.68,7343.42,,47.0,28.0,15.0,6.0,žensko,,VSS
1356,Hrvatska,64949.41,4687.9,45000.0,38.0,19.0,29.0,1.0,muško,vl,SSS
1357,Hrvatska,84629.74,5755.5,45000.0,31.0,13.0,0.0,2.0,žensko,vl,SSS
1358,Hrvatska,79226.83,5119.75,45000.0,36.0,13.0,26.0,2.0,M,podstanar,SSS
1359,Hrvatska,91454.37,7892.68,45000.0,18.0,6.0,14.0,2.0,M,,VSS
1360,Hrvatska,68455.38,6403.8,45000.0,39.0,15.0,6.0,5.0,muško,vlasnik,VSS
1361,Hrvatska,95386.93,6512.83,45000.0,25.0,13.0,27.0,4.0,muško,podstanar,SSS
1362,Hrvatska,115654.78,7298.01,,21.0,10.0,16.0,3.0,m,podstanar,SSS
1363,Hrvatska,82824.8,7159.95,45000.0,20.0,4.0,2.0,4.0,žensko,,VSS
1364,Hrvatska,93034.23,6800.02,45000.0,46.0,20.0,10.0,1.0,m,vl,SSS
1365,Hrvatska,98802.88,7788.54,45000.0,29.0,,30.0,2.0,muško,podstanar,VSS
1366,Hrvatska,76975.59,6180.68,45000.0,50.0,24.0,5.0,3.0,muško,podstanar,SSS
1367,Hrvatska,89481.85,5702.64,45000.0,30.0,15.0,30.0,5.0,M,,SSS
1368,Hrvatska,85251.85,5699.66,45000.0,18.0,8.0,5.0,4.0,M,podstanar,SSS
1369,Hrvatska,86953.52,6960.66,45000.0,24.0,15.0,14.0,3.0,muško,podstanar,VSS
1370,Hrvatska,69539.8,6247.62,45000.0,47.0,22.0,6.0,1.0,muško,podstanar,VSS
1371,Hrvatska,85490.2,4828.24,45000.0,33.0,,10.0,3.0,m,vlasnik,SSS
1372,Hrvatska,94959.97,6057.64,45000.0,30.0,,29.0,,m,vl,SSS
1373,Hrvatska,114022.87,7055.46,45000.0,37.0,18.0,26.0,1.0,M,podstanar,SSS
1374,Hrvatska,104185.42,8513.36,45000.0,40.0,11.0,16.0,2.0,žensko,vl,VSS
1375,Hrvatska,128063.65,9034.8,,46.0,,22.0,1.0,M,podstanar,SSS
1376,Hrvatska,69653.05,4966.54,45000.0,49.0,21.0,17.0,2.0,muško,vl,SSS
1377,Hrvatska,102446.41,7143.93,45000.0,31.0,9.0,21.0,4.0,M,podstanar,VSS
1378,Hrvatska,88666.84,8432.16,45000.0,22.0,7.0,28.0,3.0,f,podstanar,VSS
1379,Hrvatska,128796.06,8734.04,30269.38,31.0,,23.0,1.0,,vlasnik,SSS
1380,Hrvatska,68834.03,4200.69,45000.0,38.0,17.0,28.0,4.0,žensko,podstanar,SSS
1381,Hrvatska,68205.56,7625.6,45000.0,25.0,10.0,20.0,2.0,muško,podstanar,magisterij
1382,Hrvatska,73012.15,7955.57,45000.0,25.0,11.0,25.0,4.0,M,vl,magisterij
1383,Hrvatska,42522.09,2501.38,45000.0,38.0,16.0,18.0,3.0,žensko,vlasnik,SSS
1384,Hrvatska,74484.9,6564.62,45000.0,35.0,19.0,26.0,2.0,M,vl,VSS
1385,Hrvatska,69817.35,5850.75,45000.0,,15.0,7.0,2.0,muško,vl,VSS
1386,Hrvatska,88007.88,8665.01,45000.0,27.0,7.0,23.0,,f,podstanar,
1387,Hrvatska,91835.12,5779.2,45000.0,33.0,,19.0,3.0,m,podstanar,SSS
1388,Hrvatska,122523.42,8951.89,13254.29,26.0,13.0,7.0,2.0,muško,vlasnik,VSS
1389,Hrvatska,104008.48,8506.82,45000.0,44.0,,20.0,1.0,muško,vlasnik,VSS
1390,Hrvatska,73461.93,5190.11,45000.0,45.0,16.0,28.0,1.0,M,vlasnik,SSS
1391,Hrvatska,67031.71,6226.22,45000.0,18.0,8.0,10.0,1.0,m,podstanar,VSS
1392,Hrvatska,94838.38,6732.52,45000.0,26.0,11.0,20.0,1.0,muško,vlasnik,SSS
1393,Hrvatska,58595.34,,45000.0,20.0,12.0,2.0,3.0,M,podstanar,SSS
1394,Hrvatska,121629.18,7842.25,,28.0,12.0,30.0,2.0,M,vl,SSS
1395,Hrvatska,108588.8,,42383.11,34.0,13.0,22.0,2.0,M,podstanar,magisterij
1396,Hrvatska,75616.49,5862.34,45000.0,21.0,10.0,26.0,1.0,muško,vl,VSS
1397,Hrvatska,50737.31,4432.15,45000.0,26.0,12.0,13.0,3.0,M,podstanar,VSS
1398,Hrvatska,112077.45,8489.73,35066.64,25.0,12.0,26.0,1.0,muško,,VSS
1399,Hrvatska,82709.2,6053.97,,,19.0,8.0,1.0,muško,podstanar,SSS
1400,Hrvatska,109756.33,7788.48,35905.62,36.0,17.0,24.0,1.0,muško,podstanar,SSS
1401,Hrvatska,53111.45,5284.42,45000.0,28.0,12.0,0.0,1.0,žensko,podstanar,VSS
1402,Hrvatska,73012.5,8403.46,45000.0,37.0,20.0,0.0,3.0,muško,podstanar,magisterij
1403,Hrvatska,85104.87,5234.02,45000.0,30.0,14.0,25.0,,muško,podstanar,SSS
1404,Hrvatska,85939.61,11698.402762909524,45000.0,32.0,13.0,27.0,1.0,muško,podstanar,SSS
1405,Hrvatska,75998.69,5003.99,45000.0,52.0,28.0,11.0,1.0,m,podstanar,SSS
1406,Hrvatska,97457.0,6920.57,45000.0,48.0,15.0,10.0,3.0,f,podstanar,SSS
1407,Hrvatska,63647.59,13078.671540750267,45000.0,22.0,,30.0,1.0,f,vlasnik,SSS
1408,Hrvatska,82152.41,6784.36,45000.0,43.0,14.0,,2.0,muško,podstanar,VSS
1409,Hrvatska,87405.91,6097.52,45000.0,43.0,18.0,0.0,3.0,muško,podstanar,SSS
1410,Hrvatska,95288.78,6790.67,45000.0,24.0,10.0,19.0,4.0,muško,vl,SSS
1411,Hrvatska,99232.3,7781.31,45000.0,43.0,19.0,11.0,2.0,M,podstanar,VSS
1412,Hrvatska,62507.16,7136.61,,50.0,,16.0,2.0,muško,vlasnik,magisterij
1413,Hrvatska,54317.72,3091.96,45000.0,24.0,5.0,14.0,,muško,podstanar,SSS
1414,Hrvatska,110553.54,7621.21,45000.0,,12.0,1.0,2.0,m,podstanar,VSS
1415,Hrvatska,91646.28,6209.98,45000.0,45.0,19.0,17.0,2.0,muško,vlasnik,SSS
1416,Hrvatska,70030.27,7973.14,45000.0,38.0,17.0,15.0,2.0,muško,podstanar,magisterij
1417,Hrvatska,116023.04,9365.9,21133.09,41.0,19.0,3.0,1.0,muško,vl,VSS
1418,Hrvatska,87313.49,6346.12,45000.0,38.0,17.0,7.0,8.0,muško,vlasnik,VSS
1419,Hrvatska,108585.94,7063.64,45000.0,39.0,16.0,1.0,2.0,m,vlasnik,SSS
1420,Hrvatska,86350.37,6147.52,45000.0,22.0,7.0,13.0,4.0,f,podstanar,VSS
1421,Hrvatska,126214.96,,22414.71,45.0,23.0,24.0,2.0,muško,podstanar,VSS
1422,Hrvatska,120106.82,7464.09,21675.03,47.0,,14.0,2.0,muško,vlasnik,SSS
1423,Hrvatska,80020.72,5962.42,45000.0,33.0,13.0,27.0,2.0,f,podstanar,SSS
1424,Hrvatska,104431.42,8935.03,45000.0,35.0,14.0,8.0,1.0,žensko,vlasnik,VSS
1425,Hrvatska,97907.52,7576.87,45000.0,20.0,10.0,1.0,3.0,,podstanar,VSS
1426,Hrvatska,112372.63,6925.12,42724.26,40.0,18.0,16.0,1.0,M,vlasnik,SSS
1427,Hrvatska,65701.53,6055.29,45000.0,41.0,20.0,25.0,3.0,muško,vl,VSS
1428,Hrvatska,98721.03,6159.24,45000.0,34.0,12.0,30.0,2.0,M,vlasnik,SSS
1429,Hrvatska,106168.49,7129.14,45000.0,,16.0,9.0,1.0,f,podstanar,SSS
1430,Hrvatska,49825.21,4580.27,45000.0,32.0,11.0,8.0,,m,podstanar,VSS
1431,Hrvatska,61334.83,,45000.0,41.0,15.0,30.0,3.0,m,podstanar,SSS
1432,Hrvatska,44215.36,,45000.0,25.0,8.0,1.0,2.0,muško,vlasnik,
1433,Hrvatska,79611.86,,45000.0,35.0,13.0,23.0,1.0,M,podstanar,SSS
1434,Hrvatska,99350.85,7842.61,45000.0,33.0,17.0,29.0,2.0,m,podstanar,VSS
1435,Hrvatska,115047.14,7393.26,36304.76,37.0,16.0,18.0,3.0,M,vlasnik,SSS
1436,Hrvatska,86481.9,9113.39,45000.0,31.0,14.0,16.0,2.0,muško,vlasnik,magisterij
1437,Hrvatska,117572.31,8424.88,18974.33,34.0,17.0,10.0,4.0,m,vlasnik,SSS
1438,Hrvatska,57397.97,5190.26,45000.0,43.0,19.0,16.0,1.0,m,podstanar,VSS
1439,Hrvatska,50932.35,3225.19,45000.0,31.0,12.0,9.0,2.0,,podstanar,SSS
1440,Hrvatska,83889.05,7342.67,45000.0,19.0,9.0,17.0,3.0,muško,podstanar,VSS
1441,Hrvatska,92681.31,7000.29,38321.99,52.0,21.0,,3.0,muško,vl,VSS
1442,Hrvatska,84346.11,5734.65,,49.0,27.0,27.0,2.0,M,vl,SSS
1443,Hrvatska,43651.16,3186.02,45000.0,22.0,7.0,5.0,1.0,M,,SSS
1444,Hrvatska,83217.6,,45000.0,42.0,15.0,,1.0,žensko,vl,
1445,Hrvatska,58910.61,2959.0,96932.52968037353,,12.0,27.0,4.0,muško,podstanar,SSS
1446,Hrvatska,98393.45,6178.89,45000.0,38.0,15.0,,1.0,f,podstanar,SSS
1447,Hrvatska,92331.96,7216.33,45000.0,38.0,19.0,17.0,3.0,M,vlasnik,VSS
1448,Hrvatska,66202.4,5963.44,45000.0,33.0,20.0,19.0,1.0,muško,podstanar,VSS
1449,Hrvatska,74722.66,5221.88,45000.0,27.0,9.0,17.0,4.0,muško,podstanar,SSS
1450,Hrvatska,63815.73,5002.74,45000.0,28.0,12.0,0.0,2.0,muško,podstanar,SSS
1451,Hrvatska,83746.42,5335.61,45000.0,26.0,5.0,27.0,2.0,f,podstanar,SSS
1452,Hrvatska,104102.85,6691.4,45000.0,27.0,13.0,2.0,2.0,muško,vl,SSS
1453,Hrvatska,65285.48,6427.2,45000.0,34.0,,14.0,4.0,muško,podstanar,VSS
1454,Hrvatska,95080.93,,45000.0,28.0,10.0,19.0,5.0,muško,,VSS
1455,Hrvatska,74394.85,5593.48,45000.0,42.0,15.0,,1.0,žensko,podstanar,SSS
1456,Hrvatska,69142.54,,45000.0,50.0,25.0,20.0,,muško,podstanar,SSS
1457,Hrvatska,82859.39,6445.4,45000.0,29.0,15.0,4.0,,muško,podstanar,VSS
1458,Hrvatska,64295.15,3619.78,45000.0,,,14.0,3.0,m,vlasnik,SSS
1459,Hrvatska,73927.01,4152.71,,40.0,14.0,22.0,3.0,m,vl,SSS
1460,Hrvatska,61042.44,5900.52,45000.0,40.0,22.0,13.0,8.0,m,vl,VSS
1461,Hrvatska,124294.5,10000.0,,,15.0,14.0,6.0,m,vlasnik,VSS
1462,Hrvatska,85705.27,6638.37,45000.0,42.0,13.0,9.0,4.0,žensko,vl,SSS
1463,Hrvatska,71005.49,8155.25,,40.0,,23.0,3.0,žensko,vl,magisterij
1464,Hrvatska,89279.6,6533.39,,23.0,6.0,8.0,1.0,M,podstanar,SSS
1465,Hrvatska,82753.44,,45000.0,44.0,23.0,11.0,3.0,muško,podstanar,VSS
1466,Hrvatska,80580.61,4793.83,,44.0,18.0,6.0,3.0,M,podstanar,SSS
1467,Hrvatska,97283.33,8410.6,45000.0,27.0,14.0,4.0,2.0,muško,podstanar,VSS
1468,Hrvatska,100150.15,9885.52,45000.0,35.0,20.0,24.0,3.0,muško,vlasnik,magisterij
1469,Hrvatska,74389.98,5013.05,45000.0,42.0,15.0,23.0,1.0,f,podstanar,SSS
1470,Hrvatska,73483.64,6592.59,,33.0,12.0,9.0,,žensko,podstanar,VSS
1471,Hrvatska,79498.97,6961.52,45000.0,46.0,21.0,24.0,2.0,m,vlasnik,VSS
1472,Hrvatska,38961.58,3239.35,45000.0,59.0,,25.0,1.0,žensko,podstanar,SSS
1473,Hrvatska,54696.18,5793.9,45000.0,27.0,9.0,7.0,5.0,f,vlasnik,VSS
1474,Hrvatska,112337.49,10000.0,13855.12,,8.0,21.0,2.0,M,vlasnik,magisterij
1475,Hrvatska,117899.35,9782.86,13803.83,38.0,20.0,19.0,2.0,M,vlasnik,VSS
1476,Hrvatska,80019.28,5591.65,45000.0,42.0,17.0,24.0,1.0,M,podstanar,
1477,Hrvatska,96531.14,6204.82,45000.0,33.0,15.0,15.0,4.0,muško,podstanar,SSS
1478,Hrvatska,91225.0,6459.95,45000.0,50.0,19.0,11.0,1.0,muško,podstanar,SSS
1479,Hrvatska,146577.62,9074.59,10982.1,22.0,17.0,8.0,5.0,M,podstanar,SSS
1480,Hrvatska,107391.5,9186.38,45000.0,,16.0,9.0,4.0,muško,vl,VSS
1481,Hrvatska,82441.65,4898.85,45000.0,29.0,11.0,15.0,1.0,muško,podstanar,
1482,Hrvatska,65889.19,4535.51,45000.0,52.0,23.0,9.0,1.0,muško,podstanar,SSS
1483,Hrvatska,52871.07,3102.16,45000.0,,30.0,8.0,2.0,muško,vlasnik,SSS
1484,Hrvatska,89069.27,6214.65,45000.0,27.0,8.0,29.0,1.0,f,podstanar,SSS
1485,Hrvatska,69872.99,,45000.0,30.0,18.0,25.0,3.0,M,vlasnik,VSS
1486,Hrvatska,56554.93,4472.95,45000.0,44.0,21.0,2.0,4.0,m,vlasnik,VSS
1487,Hrvatska,72068.54,5014.92,45000.0,31.0,14.0,26.0,2.0,f,podstanar,SSS
1488,Hrvatska,63369.04,3935.64,45000.0,35.0,12.0,27.0,4.0,f,podstanar,SSS
1489,Hrvatska,118742.83,8356.76,45000.0,35.0,18.0,30.0,2.0,m,podstanar,SSS
1490,Hrvatska,102632.8,6842.85,45000.0,18.0,5.0,18.0,4.0,f,podstanar,SSS
1491,Hrvatska,84840.55,5853.75,45000.0,35.0,19.0,10.0,4.0,m,vl,SSS
1492,Hrvatska,114598.88,8661.14,36334.63,28.0,10.0,5.0,2.0,muško,podstanar,VSS
1493,Hrvatska,86547.37,5475.16,45000.0,30.0,12.0,5.0,,muško,podstanar,SSS
1494,Hrvatska,67774.32,7288.97,45000.0,49.0,20.0,14.0,2.0,M,podstanar,magisterij
1495,Hrvatska,115462.48,8125.85,34276.71,,7.0,28.0,4.0,m,podstanar,SSS
1496,Hrvatska,95778.2,7223.9,45000.0,43.0,22.0,14.0,1.0,M,podstanar,SSS
1497,Hrvatska,64255.08,,45000.0,32.0,15.0,12.0,2.0,M,podstanar,
1498,Hrvatska,81193.23,7451.31,,32.0,18.0,21.0,4.0,muško,podstanar,
1499,Hrvatska,67487.63,4914.34,45000.0,,13.0,4.0,1.0,muško,podstanar,VSS
1500,Hrvatska,57344.01,6225.84,,38.0,19.0,13.0,,m,podstanar,magisterij
1501,Hrvatska,103523.55,6422.18,45000.0,41.0,26.0,20.0,1.0,muško,vlasnik,
1502,Hrvatska,123188.33,9036.3,24710.06,45.0,20.0,1.0,1.0,M,,VSS
1503,Hrvatska,57028.65,3010.12,45000.0,32.0,18.0,29.0,1.0,m,podstanar,SSS
1504,Hrvatska,96259.38,8123.79,45000.0,29.0,12.0,22.0,2.0,m,podstanar,VSS
1505,Hrvatska,71987.15,4692.11,45000.0,24.0,5.0,11.0,3.0,muško,podstanar,SSS
1506,Hrvatska,75257.49,5206.87,45000.0,27.0,,19.0,2.0,M,vlasnik,SSS
1507,Hrvatska,73152.12,6722.04,45000.0,64.0,33.0,13.0,3.0,žensko,,VSS
1508,Hrvatska,67720.18,4647.49,45000.0,47.0,18.0,18.0,2.0,f,vl,SSS
1509,Hrvatska,85970.43,6060.24,45000.0,21.0,7.0,23.0,1.0,žensko,vl,SSS
1510,Hrvatska,68381.0,4523.97,45000.0,22.0,10.0,19.0,2.0,m,podstanar,SSS
1511,Hrvatska,90409.14,6933.78,45000.0,40.0,18.0,14.0,3.0,muško,vl,VSS
1512,Hrvatska,83995.24,9128.59,45000.0,40.0,20.0,26.0,5.0,,podstanar,magisterij
1513,Hrvatska,80221.04,6553.51,45000.0,40.0,18.0,19.0,2.0,f,podstanar,VSS
1514,Hrvatska,66848.73,5488.78,45000.0,32.0,14.0,,1.0,muško,vl,VSS
1515,Hrvatska,73464.57,6308.68,45000.0,34.0,13.0,16.0,3.0,muško,,VSS
1516,Hrvatska,100107.82,6217.45,45000.0,38.0,18.0,24.0,2.0,muško,podstanar,SSS
1517,Hrvatska,95018.34,6125.84,45000.0,36.0,13.0,,4.0,M,vlasnik,SSS
1518,Hrvatska,65448.9,6035.29,45000.0,18.0,10.0,22.0,3.0,m,vlasnik,VSS
1519,Hrvatska,86986.65,5973.28,45000.0,33.0,13.0,30.0,3.0,muško,podstanar,SSS
1520,Hrvatska,100027.74,6219.6,45000.0,,14.0,27.0,1.0,žensko,podstanar,SSS
1521,Hrvatska,51611.89,3196.94,45000.0,,14.0,17.0,1.0,m,podstanar,SSS
1522,Hrvatska,95867.2,8428.31,45000.0,65.0,32.0,26.0,8.0,muško,vlasnik,VSS
1523,Hrvatska,71747.52,5031.37,45000.0,39.0,16.0,27.0,2.0,muško,vl,SSS
1524,Hrvatska,96411.97,8965.0,45000.0,32.0,12.0,21.0,4.0,muško,podstanar,VSS
1525,Hrvatska,69734.82,6739.05,45000.0,44.0,14.0,23.0,1.0,m,podstanar,VSS
1526,Hrvatska,48902.36,5332.3,45000.0,40.0,14.0,26.0,3.0,muško,podstanar,VSS
1527,Hrvatska,52449.15,5802.68,45000.0,39.0,15.0,4.0,4.0,m,vl,
1528,Hrvatska,85961.7,6112.71,45000.0,41.0,19.0,21.0,4.0,M,vlasnik,SSS
1529,Hrvatska,90194.45,7486.41,45000.0,56.0,29.0,11.0,2.0,M,vlasnik,VSS
1530,Hrvatska,66913.67,7185.42,45000.0,24.0,8.0,9.0,2.0,muško,,magisterij
1531,Hrvatska,97771.85,8102.13,45000.0,40.0,16.0,7.0,4.0,m,vlasnik,VSS
1532,Hrvatska,51769.6,5423.91,45000.0,26.0,6.0,28.0,1.0,žensko,podstanar,VSS
1533,Hrvatska,83678.4,5828.98,45000.0,41.0,20.0,5.0,4.0,muško,vlasnik,SSS
1534,Hrvatska,60779.68,5112.74,45000.0,26.0,14.0,27.0,1.0,muško,podstanar,VSS
1535,Hrvatska,71963.28,5168.78,45000.0,31.0,17.0,24.0,3.0,m,vlasnik,SSS
1536,Hrvatska,85947.97,,45000.0,32.0,16.0,14.0,1.0,M,podstanar,magisterij
1537,Hrvatska,67791.73,6127.79,45000.0,45.0,22.0,11.0,7.0,muško,vlasnik,VSS
1538,Hrvatska,77308.89,8002.25,45000.0,44.0,25.0,24.0,2.0,M,podstanar,magisterij
1539,Hrvatska,105125.86,8398.96,45000.0,23.0,11.0,24.0,2.0,M,podstanar,VSS
1540,Hrvatska,73462.16,5280.6,45000.0,36.0,18.0,5.0,1.0,f,vlasnik,SSS
